Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No_of_trades
09-Feb-21,EQ,"3,195.00","3,245.80","3,164.00","3,214.10","3,176.00","3,176.90","3,212.70","3,339.80","1,506.05",2658751,"8,54,17,75,943.25",171299
08-Feb-21,EQ,"3,189.50","3,226.00","3,155.15","3,157.95","3,219.00","3,214.10","3,191.08","3,339.80","1,506.05",2526592,"8,06,25,47,697.85",155790
05-Feb-21,EQ,"3,198.95","3,205.85","3,129.00","3,188.45","3,160.50","3,157.95","3,154.91","3,339.80","1,506.05",2366135,"7,46,49,32,897.55",143150
04-Feb-21,EQ,"3,216.05","3,237.85","3,176.00","3,200.05","3,185.50","3,188.45","3,198.51","3,339.80","1,506.05",2057261,"6,58,01,60,004.75",105804
03-Feb-21,EQ,"3,213.00","3,236.00","3,162.65","3,203.45","3,200.00","3,200.05","3,209.50","3,339.80","1,506.05",2505866,"8,04,25,81,723.80",116096
02-Feb-21,EQ,"3,174.00","3,224.00","3,150.00","3,139.35","3,195.00","3,203.45","3,197.36","3,339.80","1,506.05",2881837,"9,21,42,82,428.10",114024
01-Feb-21,EQ,"3,100.00","3,165.00","3,044.10","3,111.35","3,150.00","3,139.35","3,098.04","3,339.80","1,506.05",3985846,"12,34,83,18,212.80",280031
29-Jan-21,EQ,"3,210.05","3,216.85","3,100.00","3,196.55","3,126.95","3,111.35","3,142.99","3,339.80","1,506.05",5445659,"17,11,56,46,045.40",185207
28-Jan-21,EQ,"3,230.00","3,275.00","3,183.80","3,261.05","3,202.95","3,196.55","3,221.23","3,339.80","1,506.05",3083938,"9,93,40,65,466.35",154535
27-Jan-21,EQ,"3,300.00","3,306.45","3,227.00","3,291.30","3,263.00","3,261.05","3,265.48","3,339.80","1,506.05",2786662,"9,09,97,82,354.05",175811
